;tweetid;inaccurate_or_misleadning;stance;senti;hate
494;1488963694675382272;0;Pro-vaccine;negative;neither
495;1473760297471127558;1;Anti-vaccine;neutral;neither
496;1454352929087967234;0;Unsure about the vaccine;positive;neither
497;1446545599172653058;0;Pro-vaccine;negative;neither
498;1505313493989343235;1;Anti-vaccine;negative;offensive_language
499;1489046274112372737;0;Anti-vaccine;neutral;offensive_language
500;1494154446036619265;0;Pro-vaccine;negative;offensive_language
501;1458773272422756357;1;Anti-vaccine;negative;neither
502;1447508895287558146;1;Anti-vaccine;negative;neither
503;1479763693525110786;0;Pro-vaccine;positive;neither
504;1466444750467313673;0;Pro-vaccine;positive;neither
505;1484760940516098054;0;Anti-vaccine;negative;offensive_language
506;1437589543432212481;0;Pro-vaccine;negative;offensive_language
507;1501137076456419332;0;Pro-vaccine;neutral;neither
508;1445917122518044672;0;Pro-vaccine;neutral;neither
509;1460515989725057030;0;Unsure about the vaccine;negative;neither
510;1443871702191165440;0;Pro-vaccine;positive;offensive_language
511;1470141872152752140;0;Unsure about the vaccine;positive;neither
512;1437117698475900929;0;Anti-vaccine;neutral;neither
513;1487602324487172096;1;Anti-vaccine;positive;neither
514;1438140480596840449;0;Unsure about the vaccine;positive;neither
515;1509275663361974272;0;Pro-vaccine;positive;neither
516;1449853478331994117;0;Anti-vaccine;positive;neither
517;1501962886754750473;0;Anti-vaccine;positive;offensive_language
518;1500668539564265473;0;Anti-vaccine;positive;offensive_language
519;1478621000614825984;1;Anti-vaccine;positive;offensive_language
520;1472460303262646275;1;Anti-vaccine;positive;neither
521;1491949648399024129;1;Anti-vaccine;negative;neither
522;1449629808502050818;0;Pro-vaccine;neutral;neither
523;1453926560671485957;1;Anti-vaccine;positive;neither
524;1475987916002193410;1;Anti-vaccine;negative;neither
525;1455082900286853121;1;Anti-vaccine;neutral;neither
526;1507958290617012228;0;Pro-vaccine;neutral;neither
527;1507243099663499264;0;Pro-vaccine;positive;neither
528;1443256530606886913;0;Anti-vaccine;positive;offensive_language
529;1489582415827939335;0;Pro-vaccine;positive;neither
530;1488538529584009222;0;Unsure about the vaccine;neutral;neither
531;1440134520972267521;1;Anti-vaccine;negative;neither
532;1469101144165203968;0;Unsure about the vaccine;negative;neither
533;1455616258527932426;1;Anti-vaccine;negative;offensive_language
534;1482846814697144323;1;Unsure about the vaccine;neutral;neither
535;1503329811598438405;0;Pro-vaccine;neutral;neither
536;1448835632243953667;1;Unsure about the vaccine;neutral;neither
537;1437842099500617736;0;Unsure about the vaccine;positive;offensive_language
538;1485809363834916864;0;Anti-vaccine;positive;neither
539;1486640841376428037;1;Anti-vaccine;positive;offensive_language
540;1441761898878234626;0;Pro-vaccine;positive;neither
541;1438636922151190528;0;Anti-vaccine;positive;offensive_language
542;1444609461990068225;0;Unsure about the vaccine;positive;neither
543;1442656999498473481;1;Anti-vaccine;negative;offensive_language
544;1486438416950579205;0;Pro-vaccine;negative;neither
545;1493392780151996421;1;Anti-vaccine;positive;neither
546;1504179993915453440;1;Unsure about the vaccine;negative;neither
547;1472293101305741321;0;Pro-vaccine;negative;hate_speech
548;1438636922151190528;0;Anti-vaccine;positive;offensive_language
549;1506593351935610884;1;Pro-vaccine;negative;neither
550;1439023624417992707;0;Pro-vaccine;negative;neither
551;1477470920675631106;1;Anti-vaccine;positive;neither
552;1493729760115052545;1;Anti-vaccine;positive;neither
553;1462602644485283844;1;Anti-vaccine;neutral;neither
554;1506824453015191558;0;Pro-vaccine;negative;neither
555;1508236252583284740;0;Unsure about the vaccine;positive;neither
556;1493060265721536514;0;Unsure about the vaccine;neutral;neither
557;1503925023936970757;0;Pro-vaccine;negative;neither
558;1496839963773915143;0;Pro-vaccine;negative;neither
559;1501344619266592777;1;Unsure about the vaccine;negative;neither
560;1451780876916903938;0;Pro-vaccine;positive;neither
561;1486394964074549251;0;Anti-vaccine;neutral;offensive_language
562;1476336024800436229;0;Pro-vaccine;positive;neither
563;1489367740905308162;1;Anti-vaccine;neutral;neither
564;1500926815157866497;0;Anti-vaccine;positive;neither
565;1441488474213953538;0;Anti-vaccine;neutral;hate_speech
566;1463705617156259840;0;Unsure about the vaccine;negative;neither
567;1492712279082774528;1;Unsure about the vaccine;negative;neither
568;1442403447286886404;1;Anti-vaccine;positive;neither
569;1436838090455371778;0;Pro-vaccine;positive;neither
570;1493332317485604866;0;Unsure about the vaccine;positive;neither
571;1453734249534668811;1;Anti-vaccine;neutral;hate_speech
572;1460419173213999115;1;Unsure about the vaccine;negative;neither
573;1457182300479758336;0;Pro-vaccine;positive;neither
574;1483300777179463680;0;Pro-vaccine;positive;neither
575;1446703756846919680;0;Pro-vaccine;positive;neither
576;1452326308067913739;0;Pro-vaccine;negative;offensive_language
577;1450523632111816706;0;Unsure about the vaccine;negative;neither
578;1437179024963420163;1;Anti-vaccine;negative;neither
579;1484657585798402049;1;Anti-vaccine;negative;neither
580;1492782656332959744;0;Unsure about the vaccine;neutral;neither
581;1481130726716235780;1;Anti-vaccine;positive;neither
582;1503850867358842889;1;Anti-vaccine;positive;offensive_language
583;1496923541819867142;0;Pro-vaccine;positive;neither
584;1484323060358402052;1;Anti-vaccine;positive;neither
585;1485242739751108615;0;Anti-vaccine;negative;neither
586;1454225917228769287;0;Pro-vaccine;negative;neither
587;1485741706230308868;0;Pro-vaccine;positive;neither
588;1438204276564762627;0;Pro-vaccine;neutral;neither
589;1455774051398557698;1;Anti-vaccine;negative;neither
590;1464560861973032963;1;Anti-vaccine;negative;neither
591;1485845027347595264;1;Anti-vaccine;positive;neither
592;1481625703082831872;1;Anti-vaccine;negative;neither
593;1448857700071321606;0;Pro-vaccine;negative;neither
594;1471099336180305924;0;Pro-vaccine;neutral;neither
595;1466817381758554116;0;Pro-vaccine;positive;neither
596;1500100457619988490;0;Pro-vaccine;negative;neither
597;1455046255638364164;1;Pro-vaccine;negative;neither
598;1478755580001103875;0;Pro-vaccine;positive;neither
599;1447410309992378368;0;Anti-vaccine;neutral;neither
600;1493944713749180422;1;Anti-vaccine;negative;neither
601;1483578977860083721;1;Anti-vaccine;negative;neither
602;1491556155201445889;0;Pro-vaccine;neutral;offensive_language
603;1476320332742938626;0;Pro-vaccine;negative;neither
604;1480341410293465092;0;Pro-vaccine;positive;neither
605;1458721696446361601;1;Unsure about the vaccine;negative;neither
606;1441691579710906368;0;Pro-vaccine;neutral;neither
607;1479630027650076675;0;Pro-vaccine;neutral;neither
608;1473694090323705864;1;Anti-vaccine;neutral;neither
609;1443450826031198209;0;Pro-vaccine;positive;neither
610;1472094921003700224;0;Pro-vaccine;neutral;neither
611;1438555171609513985;0;Pro-vaccine;neutral;neither
612;1491043053083455489;1;Anti-vaccine;positive;offensive_language
613;1450798064772558849;1;Anti-vaccine;neutral;neither
614;1484518066704850947;1;Anti-vaccine;positive;neither
615;1491448819040792577;0;Pro-vaccine;positive;offensive_language
616;1439543724233478144;1;Pro-vaccine;positive;neither
617;1470484038850908162;1;Anti-vaccine;negative;offensive_language
618;1449457850661494792;1;Anti-vaccine;negative;offensive_language
619;1500385988727787525;1;Unsure about the vaccine;positive;hate_speech
620;1461748573096202242;0;Unsure about the vaccine;positive;neither
621;1502242590720200705;1;Anti-vaccine;positive;neither
622;1456113219467087874;0;Pro-vaccine;neutral;neither
623;1451045887371739138;1;Pro-vaccine;positive;offensive_language
624;1461184968952930313;0;Anti-vaccine;positive;neither
625;1471156921470271492;0;Pro-vaccine;neutral;neither
626;1498372901367689219;0;Pro-vaccine;positive;neither
627;1449537786504122368;0;Pro-vaccine;negative;neither
628;1470813439643865088;0;Pro-vaccine;positive;neither
629;1470589287674441730;1;Anti-vaccine;neutral;neither
630;1450512990298460167;0;Anti-vaccine;negative;neither
631;1448857647474565122;1;Anti-vaccine;neutral;neither
632;1471627304984055811;0;Pro-vaccine;negative;offensive_language
633;1440789225406824458;0;Anti-vaccine;positive;hate_speech
634;1472700776317345794;0;Unsure about the vaccine;positive;neither
635;1467758601330638849;1;Anti-vaccine;negative;neither
636;1443849496786526216;0;Unsure about the vaccine;negative;neither
637;1451588771405832193;0;Pro-vaccine;neutral;neither
638;1486615431968342016;0;Pro-vaccine;positive;neither
639;1488824352200085504;1;Anti-vaccine;negative;offensive_language
640;1447187115125714944;0;Pro-vaccine;neutral;neither
641;1463878116703617024;1;Pro-vaccine;negative;neither
642;1436693425395572739;0;Unsure about the vaccine;negative;neither
643;1477713877861294083;0;Pro-vaccine;neutral;offensive_language
644;1480358122946322435;1;Unsure about the vaccine;positive;neither
645;1456384701543825417;1;Anti-vaccine;neutral;neither
646;1445966638247907328;1;Unsure about the vaccine;positive;neither
647;1508282598795223041;1;Anti-vaccine;positive;neither
648;1483682003874627587;0;Unsure about the vaccine;positive;neither
649;1491663623193698305;0;Pro-vaccine;negative;neither
650;1483944296046813187;1;Anti-vaccine;negative;offensive_language
651;1499761540127408138;0;Pro-vaccine;negative;neither
652;1491208508154707968;1;Anti-vaccine;negative;neither
653;1477091570499432450;0;Pro-vaccine;negative;neither
654;1459075257126600704;0;Unsure about the vaccine;positive;neither
655;1474897358425047047;0;Pro-vaccine;positive;neither
656;1465457425947918339;0;Unsure about the vaccine;positive;neither
657;1458283944172994562;1;Anti-vaccine;positive;neither
658;1478535067857080320;1;Anti-vaccine;positive;neither
659;1460090702860222473;1;Anti-vaccine;negative;hate_speech
660;1438167553935826953;0;Unsure about the vaccine;negative;neither
661;1495205588556525568;1;Anti-vaccine;negative;neither
662;1485032593250791429;1;Anti-vaccine;neutral;neither
663;1441652599480983559;1;Anti-vaccine;negative;neither
664;1446294745718865927;1;Anti-vaccine;negative;neither
665;1455651989799440389;0;Pro-vaccine;positive;neither
666;1486929621438271498;1;Anti-vaccine;positive;neither
667;1472903961996931077;0;Pro-vaccine;neutral;neither
668;1461335234448867333;0;Pro-vaccine;positive;neither
669;1454027616659312647;0;Pro-vaccine;positive;neither
670;1506079045729067009;0;Pro-vaccine;positive;neither
671;1500853145911627777;1;Anti-vaccine;positive;neither
672;1451516060524552199;1;Anti-vaccine;negative;neither
673;1445271481269866498;1;Anti-vaccine;negative;neither
674;1508938614822084617;0;Anti-vaccine;positive;neither
675;1473891140814323713;0;Pro-vaccine;neutral;neither
676;1448018784388673540;0;Unsure about the vaccine;neutral;neither
677;1465710011712110600;0;Pro-vaccine;negative;neither
678;1438774466801192969;0;Pro-vaccine;positive;neither
679;1445699698967203854;0;Anti-vaccine;negative;neither
680;1443573144225128460;0;Pro-vaccine;negative;offensive_language
681;1445243288047468544;0;Pro-vaccine;negative;hate_speech
682;1501566632635908098;1;Anti-vaccine;neutral;offensive_language
683;1481350955908186114;0;Pro-vaccine;positive;neither
684;1498416493805117442;0;Unsure about the vaccine;positive;neither
685;1447918584370507786;1;Anti-vaccine;negative;offensive_language
686;1487463177071874056;1;Anti-vaccine;neutral;offensive_language
687;1506841455276531712;1;Anti-vaccine;positive;neither
688;1463714256814153735;0;Unsure about the vaccine;neutral;neither
689;1472670521921785858;0;Pro-vaccine;neutral;neither
690;1467464054998544388;0;Pro-vaccine;negative;neither
691;1454882197559816195;0;Anti-vaccine;negative;neither
692;1507877963081170946;0;Unsure about the vaccine;negative;neither
693;1438541217340567557;1;Anti-vaccine;neutral;neither
694;1464227489027399694;0;Pro-vaccine;negative;neither
695;1436349262800031749;0;Unsure about the vaccine;negative;neither
696;1504399407118233608;0;Pro-vaccine;negative;neither
697;1505060231755309056;1;Pro-vaccine;positive;offensive_language
698;1499577801078362115;0;Pro-vaccine;neutral;neither
699;1478831852672753664;0;Pro-vaccine;negative;neither
700;1466925662556635143;1;Anti-vaccine;neutral;offensive_language
701;1464403353761468416;0;Pro-vaccine;negative;offensive_language
702;1450604581721886721;0;Unsure about the vaccine;neutral;offensive_language
703;1463215099884277767;1;Anti-vaccine;negative;hate_speech
704;1452309758476800011;0;Unsure about the vaccine;neutral;neither
705;1488189267855781891;0;Unsure about the vaccine;negative;neither
706;1463630528008105991;0;Pro-vaccine;positive;neither
707;1446281019456425989;0;Anti-vaccine;negative;neither
708;1436732360071028740;0;Anti-vaccine;negative;neither
709;1462999081706532864;0;Unsure about the vaccine;neutral;offensive_language
710;1474805910824312832;0;Pro-vaccine;positive;neither
711;1446953632377737216;0;Pro-vaccine;neutral;neither
712;1506549000475926529;0;Pro-vaccine;negative;offensive_language
713;1474914648877334529;0;Anti-vaccine;negative;neither
714;1461192536198815746;1;Pro-vaccine;negative;neither
715;1463367402511499269;1;Unsure about the vaccine;negative;neither
716;1459252343246053379;0;Pro-vaccine;negative;neither
717;1466314682327834626;1;Unsure about the vaccine;negative;neither
718;1479620968796626948;0;Pro-vaccine;neutral;offensive_language
719;1437243827299840001;0;Pro-vaccine;negative;offensive_language
720;1495367428339126276;0;Pro-vaccine;neutral;neither
721;1493341906184523776;0;Pro-vaccine;positive;neither
722;1467638659474198529;0;Pro-vaccine;negative;neither
723;1462562396703272961;0;Anti-vaccine;neutral;neither
724;1443293109077659650;0;Pro-vaccine;positive;offensive_language
725;1493157746350632962;0;Pro-vaccine;neutral;neither
726;1505530370145595399;0;Unsure about the vaccine;neutral;neither
727;1501682303541596171;1;Anti-vaccine;negative;neither
728;1509536047033683971;1;Anti-vaccine;negative;neither
729;1498640862208839684;1;Anti-vaccine;neutral;offensive_language
730;1460761557239885824;0;Pro-vaccine;positive;neither
731;1475485571162288133;0;Unsure about the vaccine;neutral;neither
732;1438576532860162049;1;Unsure about the vaccine;negative;neither
733;1462847815139344393;0;Pro-vaccine;neutral;neither
734;1448029544741441536;1;Anti-vaccine;negative;neither
735;1486093745540018180;1;Anti-vaccine;positive;neither
736;1436429369300422660;0;Anti-vaccine;neutral;neither
737;1505213170666909699;0;Pro-vaccine;negative;neither
738;1452013820201746434;0;Pro-vaccine;negative;neither
739;1491034504890253313;1;Anti-vaccine;neutral;neither
740;1453568756274319360;1;Anti-vaccine;positive;offensive_language
741;1495565082679386112;0;Pro-vaccine;negative;offensive_language
742;1480581777404035075;0;Pro-vaccine;negative;neither
743;1479066854056419334;0;Pro-vaccine;neutral;neither
744;1480111417147723777;0;Unsure about the vaccine;negative;neither
745;1507076300200353792;0;Anti-vaccine;neutral;neither
746;1467026705491673089;0;Unsure about the vaccine;positive;neither
747;1477393397019078656;1;Unsure about the vaccine;positive;neither
748;1476162762011254789;0;Pro-vaccine;neutral;neither
749;1506705336886960130;0;Pro-vaccine;positive;neither
750;1478663580098646017;1;Anti-vaccine;neutral;neither
751;1483585876605247489;0;Pro-vaccine;neutral;neither
752;1506948244084969474;0;Unsure about the vaccine;neutral;neither
753;1488783309190668293;0;Unsure about the vaccine;positive;offensive_language
754;1480647039520288777;1;Anti-vaccine;neutral;neither
755;1453649212231540740;0;Pro-vaccine;positive;neither
756;1435918112013135872;1;Anti-vaccine;neutral;hate_speech
757;1471205270470623234;0;Pro-vaccine;positive;neither
758;1463115715020533764;1;Anti-vaccine;neutral;neither
759;1488324282677669893;1;Anti-vaccine;neutral;offensive_language
