;tweetid;cretaed_at;category;senti;hate
308;1238221822958735364;Thu Mar 12 21:54:22 +0000 2020;calling out or correction;positive;neither
309;1238223462763823109;Thu Mar 12 22:00:53 +0000 2020;true public health response;neutral;neither
310;1238223495743627265;Thu Mar 12 22:01:01 +0000 2020;calling out or correction;negative;neither
311;1238225689989582849;Thu Mar 12 22:09:44 +0000 2020;calling out or correction;positive;neither
312;1238229313159409666;Thu Mar 12 22:24:08 +0000 2020;ambiguous or hard to classify;negative;neither
313;1238231915628343296;Thu Mar 12 22:34:28 +0000 2020;calling out or correction;negative;neither
314;1238232113029287938;Thu Mar 12 22:35:15 +0000 2020;irrelevant;positive;neither
315;1238239431858978816;Thu Mar 12 23:04:20 +0000 2020;sarcasm or satire;positive;offensive_language
316;1238239561081409538;Thu Mar 12 23:04:51 +0000 2020;true prevention;positive;neither
317;1238243494717788160;Thu Mar 12 23:20:29 +0000 2020;calling out or correction;positive;neither
318;1238243704944635908;Thu Mar 12 23:21:19 +0000 2020;sarcasm or satire;negative;offensive_language
319;1238281476015185920;Fri Mar 13 01:51:24 +0000 2020;ambiguous or hard to classify;negative;neither
320;1238286404565770240;Fri Mar 13 02:10:59 +0000 2020;irrelevant;positive;neither
321;1238302668076048385;Fri Mar 13 03:15:37 +0000 2020;calling out or correction;neutral;neither
322;1238325421487382528;Fri Mar 13 04:46:02 +0000 2020;false fact or prevention;neutral;neither
323;1238350336785408001;Fri Mar 13 06:25:02 +0000 2020;sarcasm or satire;neutral;neither
324;1238353416361054209;Fri Mar 13 06:37:16 +0000 2020;conspiracy;neutral;neither
325;1238359456922120193;Fri Mar 13 07:01:16 +0000 2020;conspiracy;negative;neither
326;1238376620328718336;Fri Mar 13 08:09:28 +0000 2020;conspiracy;positive;neither
327;1238379973917978624;Fri Mar 13 08:22:48 +0000 2020;conspiracy;neutral;neither
328;1238382132722049025;Fri Mar 13 08:31:23 +0000 2020;conspiracy;negative;neither
329;1238404735075565569;Fri Mar 13 10:01:11 +0000 2020;calling out or correction;positive;neither
330;1238422585555091456;Fri Mar 13 11:12:07 +0000 2020;politics;negative;offensive_language
331;1238428142529679361;Fri Mar 13 11:34:12 +0000 2020;calling out or correction;negative;neither
332;1238428249325285376;Fri Mar 13 11:34:38 +0000 2020;news;neutral;neither
333;1238428438974824448;Fri Mar 13 11:35:23 +0000 2020;politics;negative;neither
334;1238428598505218049;Fri Mar 13 11:36:01 +0000 2020;politics;neutral;hate_speech
335;1238429880922112000;Fri Mar 13 11:41:07 +0000 2020;news;neutral;neither
336;1238430095020306433;Fri Mar 13 11:41:58 +0000 2020;calling out or correction;negative;neither
337;1238431177276559360;Fri Mar 13 11:46:16 +0000 2020;true public health response;neutral;neither
338;1238431870968369153;Fri Mar 13 11:49:01 +0000 2020;politics;negative;neither
339;1238444709158088706;Fri Mar 13 12:40:02 +0000 2020;calling out or correction;positive;neither
340;1238463214339231747;Fri Mar 13 13:53:34 +0000 2020;politics;negative;hate_speech
341;1238463535450996737;Fri Mar 13 13:54:51 +0000 2020;fake cure;neutral;neither
342;1238468238503292928;Fri Mar 13 14:13:32 +0000 2020;conspiracy;negative;neither
343;1238472825112940544;Fri Mar 13 14:31:45 +0000 2020;calling out or correction;neutral;neither
344;1238476039623327744;Fri Mar 13 14:44:32 +0000 2020;news;neutral;neither
345;1238484736772902912;Fri Mar 13 15:19:05 +0000 2020;sarcasm or satire;positive;neither
346;1238496813751177216;Fri Mar 13 16:07:05 +0000 2020;calling out or correction;positive;neither
347;1238503436074844161;Fri Mar 13 16:33:24 +0000 2020;false fact or prevention;negative;hate_speech
348;1238504166546444290;Fri Mar 13 16:36:18 +0000 2020;sarcasm or satire;positive;offensive_language
349;1238505548636659712;Fri Mar 13 16:41:47 +0000 2020;sarcasm or satire;positive;neither
350;1238523474190139393;Fri Mar 13 17:53:01 +0000 2020;irrelevant;positive;offensive_language
351;1238527431369080832;Fri Mar 13 18:08:45 +0000 2020;false fact or prevention;negative;offensive_language
352;1238533312475521025;Fri Mar 13 18:32:07 +0000 2020;calling out or correction;positive;neither
353;1238536188241166338;Fri Mar 13 18:43:32 +0000 2020;calling out or correction;negative;offensive_language
354;1238542426261852162;Fri Mar 13 19:08:20 +0000 2020;sarcasm or satire;neutral;neither
355;1238543124064022533;Fri Mar 13 19:11:06 +0000 2020;true prevention;negative;neither
356;1238568636387930113;Fri Mar 13 20:52:29 +0000 2020;calling out or correction;negative;hate_speech
357;1238582319604281351;Fri Mar 13 21:46:51 +0000 2020;sarcasm or satire;neutral;neither
358;1238582971856113664;Fri Mar 13 21:49:26 +0000 2020;irrelevant;positive;neither
359;1238593149183778816;Fri Mar 13 22:29:53 +0000 2020;false fact or prevention;positive;neither
360;1238599305528627201;Fri Mar 13 22:54:21 +0000 2020;sarcasm or satire;positive;neither
361;1238608809440018433;Fri Mar 13 23:32:07 +0000 2020;false fact or prevention;positive;neither
362;1238619202476478471;Sat Mar 14 00:13:24 +0000 2020;conspiracy;negative;neither
363;1238673642680201217;Sat Mar 14 03:49:44 +0000 2020;true prevention;neutral;neither
364;1238681326342918145;Sat Mar 14 04:20:16 +0000 2020;sarcasm or satire;positive;neither
365;1238718737240313858;Sat Mar 14 06:48:55 +0000 2020;sarcasm or satire;negative;neither
366;1238721785631322113;Sat Mar 14 07:01:02 +0000 2020;calling out or correction;positive;neither
367;1238738290855026688;Sat Mar 14 08:06:37 +0000 2020;sarcasm or satire;neutral;neither
368;1238745986618535939;Sat Mar 14 08:37:12 +0000 2020;conspiracy;positive;neither
369;1238753379926642688;Sat Mar 14 09:06:35 +0000 2020;calling out or correction;positive;neither
370;1238761089065598976;Sat Mar 14 09:37:13 +0000 2020;calling out or correction;neutral;neither
371;1238789283508412417;Sat Mar 14 11:29:15 +0000 2020;calling out or correction;positive;offensive_language
372;1238807758947917825;Sat Mar 14 12:42:40 +0000 2020;irrelevant;negative;offensive_language
373;1238809945442865152;Sat Mar 14 12:51:21 +0000 2020;conspiracy;negative;hate_speech
374;1238822001789337600;Sat Mar 14 13:39:16 +0000 2020;calling out or correction;positive;neither
375;1238836407562616833;Sat Mar 14 14:36:30 +0000 2020;false fact or prevention;positive;neither
376;1238838175533015044;Sat Mar 14 14:43:32 +0000 2020;news;negative;neither
377;1238840014609567745;Sat Mar 14 14:50:50 +0000 2020;true public health response;positive;neither
378;1238840065922490368;Sat Mar 14 14:51:02 +0000 2020;true public health response;negative;neither
379;1238841728402165760;Sat Mar 14 14:57:39 +0000 2020;false fact or prevention;positive;neither
380;1238842319509639169;Sat Mar 14 15:00:00 +0000 2020;true prevention;positive;neither
381;1238843872534499328;Sat Mar 14 15:06:10 +0000 2020;politics;positive;neither
382;1238844799366696961;Sat Mar 14 15:09:51 +0000 2020;news;neutral;neither
383;1238844929792770048;Sat Mar 14 15:10:22 +0000 2020;politics;negative;neither
384;1238845850224336897;Sat Mar 14 15:14:01 +0000 2020;false fact or prevention;positive;neither
385;1238851630834970625;Sat Mar 14 15:37:00 +0000 2020;irrelevant;positive;neither
386;1238852021085757440;Sat Mar 14 15:38:33 +0000 2020;news;positive;neither
387;1238853063030554624;Sat Mar 14 15:42:41 +0000 2020;true public health response;negative;neither
388;1238854858096214016;Sat Mar 14 15:49:49 +0000 2020;politics;positive;offensive_language
389;1238855057208160258;Sat Mar 14 15:50:37 +0000 2020;politics;negative;neither
390;1238856149304086533;Sat Mar 14 15:54:57 +0000 2020;true prevention;neutral;neither
391;1238859980679380997;Sat Mar 14 16:10:10 +0000 2020;news;neutral;neither
392;1238862013876428800;Sat Mar 14 16:18:15 +0000 2020;sarcasm or satire;neutral;neither
393;1238863414836912130;Sat Mar 14 16:23:49 +0000 2020;politics;positive;neither
394;1238865135147470849;Sat Mar 14 16:30:39 +0000 2020;calling out or correction;positive;neither
395;1238865281608372224;Sat Mar 14 16:31:14 +0000 2020;calling out or correction;neutral;neither
396;1238866067340091393;Sat Mar 14 16:34:22 +0000 2020;politics;positive;neither
397;1238868596362633217;Sat Mar 14 16:44:25 +0000 2020;politics;negative;neither
398;1238868678277545984;Sat Mar 14 16:44:44 +0000 2020;irrelevant;neutral;neither
399;1238869131979456513;Sat Mar 14 16:46:32 +0000 2020;true public health response;negative;neither
400;1238872141992345600;Sat Mar 14 16:58:30 +0000 2020;false fact or prevention;positive;neither
401;1238874280395444234;Sat Mar 14 17:07:00 +0000 2020;calling out or correction;positive;offensive_language
402;1238877969117921285;Sat Mar 14 17:21:39 +0000 2020;calling out or correction;negative;offensive_language
403;1238880683046481921;Sat Mar 14 17:32:26 +0000 2020;conspiracy;negative;neither
404;1238900969569546240;Sat Mar 14 18:53:03 +0000 2020;calling out or correction;positive;neither
405;1238905176758439936;Sat Mar 14 19:09:46 +0000 2020;calling out or correction;neutral;neither
406;1238919924640333825;Sat Mar 14 20:08:22 +0000 2020;sarcasm or satire;negative;offensive_language
407;1238936381985964032;Sat Mar 14 21:13:46 +0000 2020;true prevention;positive;neither
408;1238942940602351616;Sat Mar 14 21:39:50 +0000 2020;conspiracy;negative;neither
409;1238943371361738752;Sat Mar 14 21:41:32 +0000 2020;irrelevant;positive;neither
410;1238944177347411968;Sat Mar 14 21:44:45 +0000 2020;sarcasm or satire;negative;hate_speech
411;1238944206149820422;Sat Mar 14 21:44:51 +0000 2020;sarcasm or satire;positive;neither
412;1238944219672215552;Sat Mar 14 21:44:55 +0000 2020;conspiracy;negative;offensive_language
413;1238945613099696130;Sat Mar 14 21:50:27 +0000 2020;politics;positive;neither
414;1238945930184810496;Sat Mar 14 21:51:42 +0000 2020;panic buying;positive;neither
415;1238945986321489921;Sat Mar 14 21:51:56 +0000 2020;true public health response;neutral;neither
416;1238946293269123072;Sat Mar 14 21:53:09 +0000 2020;true prevention;neutral;offensive_language
417;1238946567333113857;Sat Mar 14 21:54:14 +0000 2020;sarcasm or satire;positive;hate_speech
418;1238947038710071296;Sat Mar 14 21:56:07 +0000 2020;true prevention;positive;neither
419;1238948029094342662;Sat Mar 14 22:00:03 +0000 2020;sarcasm or satire;neutral;offensive_language
420;1238948281624883200;Sat Mar 14 22:01:03 +0000 2020;emergency;positive;neither
421;1238948596365524993;Sat Mar 14 22:02:18 +0000 2020;conspiracy;neutral;neither
422;1238948604590600192;Sat Mar 14 22:02:20 +0000 2020;panic buying;positive;neither
423;1238948815492788224;Sat Mar 14 22:03:10 +0000 2020;politics;positive;neither
424;1238948960032534528;Sat Mar 14 22:03:45 +0000 2020;true prevention;positive;neither
425;1238949222579425280;Sat Mar 14 22:04:47 +0000 2020;panic buying;positive;neither
426;1238949618865537026;Sat Mar 14 22:06:22 +0000 2020;calling out or correction;negative;offensive_language
427;1238953174959976448;Sat Mar 14 22:20:30 +0000 2020;sarcasm or satire;neutral;neither
428;1238966945782759424;Sat Mar 14 23:15:13 +0000 2020;fake cure;neutral;neither
429;1238967010991779843;Sat Mar 14 23:15:28 +0000 2020;panic buying;negative;neither
430;1238988554375696384;Sun Mar 15 00:41:05 +0000 2020;calling out or correction;negative;neither
431;1239002134013546497;Sun Mar 15 01:35:02 +0000 2020;sarcasm or satire;negative;neither
432;1239004249725513728;Sun Mar 15 01:43:27 +0000 2020;calling out or correction;negative;offensive_language
433;1239008578830094336;Sun Mar 15 02:00:39 +0000 2020;conspiracy;positive;neither
434;1239033211298160640;Sun Mar 15 03:38:32 +0000 2020;conspiracy;negative;neither
435;1239055611515396097;Sun Mar 15 05:07:32 +0000 2020;news;neutral;neither
436;1239074824166621184;Sun Mar 15 06:23:53 +0000 2020;false fact or prevention;positive;neither
437;1239081249064357888;Sun Mar 15 06:49:25 +0000 2020;calling out or correction;positive;neither
438;1239095276490481665;Sun Mar 15 07:45:09 +0000 2020;calling out or correction;positive;offensive_language
439;1239110278987612161;Sun Mar 15 08:44:46 +0000 2020;panic buying;negative;neither
440;1239175044904792066;Sun Mar 15 13:02:08 +0000 2020;panic buying;negative;neither
441;1239179515865313280;Sun Mar 15 13:19:54 +0000 2020;sarcasm or satire;negative;neither
442;1239205100175781888;Sun Mar 15 15:01:33 +0000 2020;irrelevant;neutral;neither
443;1239209097452347392;Sun Mar 15 15:17:26 +0000 2020;calling out or correction;negative;neither
444;1239212133801496577;Sun Mar 15 15:29:30 +0000 2020;conspiracy;positive;neither
445;1239212535808765952;Sun Mar 15 15:31:06 +0000 2020;calling out or correction;negative;neither
446;1239212760757501953;Sun Mar 15 15:32:00 +0000 2020;calling out or correction;negative;neither
447;1239230240838172674;Sun Mar 15 16:41:27 +0000 2020;calling out or correction;positive;hate_speech
448;1239240118512345089;Sun Mar 15 17:20:42 +0000 2020;calling out or correction;positive;neither
449;1239241272294080512;Sun Mar 15 17:25:17 +0000 2020;ambiguous or hard to classify;neutral;offensive_language
450;1239241668639051778;Sun Mar 15 17:26:52 +0000 2020;conspiracy;neutral;neither
451;1239246209568714753;Sun Mar 15 17:44:55 +0000 2020;false fact or prevention;positive;offensive_language
452;1239247031425695750;Sun Mar 15 17:48:11 +0000 2020;sarcasm or satire;positive;neither
453;1239249395494916098;Sun Mar 15 17:57:34 +0000 2020;sarcasm or satire;negative;offensive_language
454;1239249932038688770;Sun Mar 15 17:59:42 +0000 2020;sarcasm or satire;negative;offensive_language
455;1239249939378704385;Sun Mar 15 17:59:44 +0000 2020;politics;negative;offensive_language
456;1239250129112035328;Sun Mar 15 18:00:29 +0000 2020;panic buying;negative;neither
457;1239250491739160576;Sun Mar 15 18:01:56 +0000 2020;calling out or correction;negative;neither
458;1239251429476511747;Sun Mar 15 18:05:39 +0000 2020;calling out or correction;negative;neither
459;1239251501933092864;Sun Mar 15 18:05:56 +0000 2020;false fact or prevention;positive;offensive_language
460;1239251688101253120;Sun Mar 15 18:06:41 +0000 2020;calling out or correction;negative;hate_speech
461;1239254015205994496;Sun Mar 15 18:15:56 +0000 2020;politics;positive;offensive_language
462;1239254094092566529;Sun Mar 15 18:16:14 +0000 2020;calling out or correction;negative;neither
463;1239254227849023488;Sun Mar 15 18:16:46 +0000 2020;irrelevant;positive;neither
464;1239254447026552834;Sun Mar 15 18:17:39 +0000 2020;irrelevant;positive;neither
465;1239255341562564610;Sun Mar 15 18:21:12 +0000 2020;panic buying;negative;neither
466;1239255571108225024;Sun Mar 15 18:22:07 +0000 2020;irrelevant;neutral;neither
467;1239255638418558979;Sun Mar 15 18:22:23 +0000 2020;commercial activity or promotion;negative;neither
468;1239255949837099009;Sun Mar 15 18:23:37 +0000 2020;news;neutral;neither
469;1239256357393453056;Sun Mar 15 18:25:14 +0000 2020;sarcasm or satire;positive;neither
470;1239258931823808512;Sun Mar 15 18:35:28 +0000 2020;fake cure;positive;offensive_language
471;1239259211248349190;Sun Mar 15 18:36:34 +0000 2020;fake cure;positive;neither
472;1239262098036686849;Sun Mar 15 18:48:03 +0000 2020;true prevention;negative;neither
473;1239262184229699585;Sun Mar 15 18:48:23 +0000 2020;conspiracy;neutral;neither
474;1239271109591089152;Sun Mar 15 19:23:51 +0000 2020;calling out or correction;positive;neither
475;1239275343002861569;Sun Mar 15 19:40:41 +0000 2020;calling out or correction;negative;hate_speech
476;1239284414879801344;Sun Mar 15 20:16:43 +0000 2020;conspiracy;positive;neither
477;1239287981179129864;Sun Mar 15 20:30:54 +0000 2020;true prevention;positive;neither
478;1239305239976697858;Sun Mar 15 21:39:29 +0000 2020;false fact or prevention;positive;offensive_language
479;1239309254865104896;Sun Mar 15 21:55:26 +0000 2020;politics;neutral;neither
480;1239326803186962433;Sun Mar 15 23:05:10 +0000 2020;true public health response;positive;neither
481;1239338145033760768;Sun Mar 15 23:50:14 +0000 2020;false fact or prevention;positive;neither
482;1239340673255403521;Mon Mar 16 00:00:16 +0000 2020;irrelevant;neutral;hate_speech
483;1239350743456452608;Mon Mar 16 00:40:17 +0000 2020;calling out or correction;negative;neither
484;1239367427965755392;Mon Mar 16 01:46:35 +0000 2020;true prevention;negative;neither
485;1239375665499168768;Mon Mar 16 02:19:19 +0000 2020;sarcasm or satire;neutral;neither
486;1239377680551653376;Mon Mar 16 02:27:20 +0000 2020;politics;neutral;neither
487;1239384026235850753;Mon Mar 16 02:52:33 +0000 2020;conspiracy;negative;neither
488;1239386002893963264;Mon Mar 16 03:00:24 +0000 2020;true prevention;positive;neither
489;1239403804405137411;Mon Mar 16 04:11:08 +0000 2020;calling out or correction;negative;neither
